src,dst,wgh
KN,RZ,714.0
AZ,OB,247.0
OA,WN,683.0
AX,LG,492.0
TV,AA,224.0
IX,JH,617.0
XN,RU,52.0
ZV,TT,223.0
KP,TT,217.0
SF,UI,275.0
RP,V,165.0
FC,JB,146.0
WC,WI,611.0
IZ,LB,868.0
SJ,YX,842.0
CY,LR,565.0
FG,NQ,251.0
TW,WD,26.0
IO,EY,527.0
ML,GY,447.0
F,OG,738.0
PY,LM,557.0
DA,NL,30.0
UO,PK,874.0
IQ,GS,50.0
MN,IS,235.0
WQ,YM,456.0
YA,LH,41.0
YF,YN,215.0
OK,EO,28.0
UC,AQ,797.0
SH,GO,525.0
JE,JX,627.0
IJ,FE,110.0
JH,UI,397.0
MZ,JC,477.0
QM,NQ,359.0
UJ,PQ,684.0
QL,EZ,905.0
V,SE,664.0
WG,LM,453.0
HA,LM,406.0
HP,XI,543.0
LK,WN,60.0
MU,JI,89.0
UP,XD,603.0
SK,CP,406.0
SP,PV,444.0
DT,OL,846.0
BT,HD,737.0
HL,DF,35.0
NL,WY,807.0
LG,CK,492.0
OV,JT,39.0
DS,FU,124.0
DV,QF,258.0
FF,DA,62.0
YD,UU,46.0
VY,AG,391.0
NI,LM,538.0
WN,MC,177.0
UN,EU,670.0
KZ,AW,992.0
OM,FK,242.0
PK,UO,540.0
TC,JI,618.0
HG,DL,899.0
JM,CP,540.0
SW,QL,689.0
LL,BG,108.0
YR,WY,471.0
WM,CK,538.0
LO,LR,677.0
S,FU,833.0
RL,UZ,418.0
CF,UZ,259.0
YL,BB,598.0
JF,BB,957.0
HQ,BA,981.0
LS,QG,260.0
HV,OG,135.0
AP,MH,915.0
EC,QV,850.0
DX,DP,961.0
FR,QW,2.0
HZ,SV,686.0
WK,OC,823.0
YN,CV,381.0
SR,QR,699.0
EE,SP,721.0
HT,ZY,6.0
TJ,JY,660.0
IL,TF,894.0
UW,HE,287.0
LY,XT,487.0
NN,XU,832.0
PL,H,609.0
AK,MN,552.0
RD,JT,340.0
WV,FV,814.0
JX,HU,721.0
LV,MH,466.0
RS,VP,934.0
PN,BB,962.0
AH,BB,698.0
RV,DA,243.0
CH,IJ,766.0
JR,OX,341.0
ZF,JO,143.0
RP,KD,632.0
CO,XJ,604.0
IB,GF,492.0
WR,OS,109.0
AY,OR,645.0
EN,WA,670.0
VG,TG,849.0
XJ,HZ,193.0
AS,VU,157.0
EP,XU,462.0
RQ,DG,203.0
GS,MN,691.0
GN,H,40.0
KF,RB,850.0
AR,ND,889.0
CU,BW,982.0
VC,D,917.0
IU,VP,263.0
B,EL,170.0
AT,OX,868.0
SH,QW,157.0
GL,KZ,951.0
FB,YE,640.0
RM,MD,536.0
NZ,HP,921.0
GO,VK,335.0
VU,VK,134.0
D,GF,998.0
NT,OS,683.0
CV,XZ,893.0
AQ,DL,558.0
VO,N,742.0
QB,QR,430.0
VT,MT,947.0
EY,MS,967.0
CQ,KT,198.0
TN,MO,307.0
IK,IP,518.0
IP,VV,561.0
KS,KO,375.0
B,RX,855.0
ZI,TB,592.0
VQ,BH,197.0
EW,YK,561.0
EZ,FV,77.0
VP,VQ,165.0
VK,IK,883.0
XS,KJ,770.0
MB,RS,938.0
OJ,TR,849.0
OE,GL,891.0
BG,IK,408.0
L,PM,484.0
TW,BM,538.0
ZY,YA,241.0
KS,YA,252.0
MQ,N,532.0
ZR,HZ,837.0
SI,YP,512.0
DC,YP,763.0
WA,NJ,15.0
UA,GB,775.0
VF,IQ,838.0
MK,GQ,594.0
BM,PX,602.0
GW,PD,359.0
XM,BY,67.0
FL,TR,238.0
LB,MY,125.0
N,BS,494.0
PY,EH,334.0
HD,CH,94.0
UO,IF,567.0
ON,IV,594.0
QV,KU,344.0
DK,EW,566.0
UI,PI,754.0
FC,PI,488.0
VS,CD,287.0
KZ,YQ,386.0
EX,CC,420.0
W,UR,321.0
KU,LK,564.0
WQ,RH,80.0
DM,GQ,19.0
SH,J,390.0
FU,IP,286.0
XU,LF,206.0
XZ,YL,435.0
YC,FW,438.0
QO,JG,309.0
QM,GL,222.0
JL,RS,355.0
QQ,LA,67.0
TY,CI,817.0
JA,LP,817.0
LI,NO,254.0
YO,GG,44.0
U,CI,433.0
QK,SD,921.0
MV,KU,151.0
OY,N,823.0
BX,UB,646.0
VA,WB,347.0
MU,CD,487.0
UP,PY,439.0
SP,IQ,359.0
ZU,BY,335.0
MO,JG,54.0
PB,YL,234.0
RE,NE,162.0
NL,PT,446.0
OY,MZ,59.0
EA,WG,775.0
UV,WH,422.0
JS,SI,802.0
HS,LA,603.0
NF,WW,870.0
LA,CI,268.0
WN,EX,778.0
FX,SC,377.0
PK,NJ,26.0
Z,AD,274.0
EM,WQ,235.0
SZ,US,945.0
DT,US,164.0
FW,JL,597.0
JJ,NZ,229.0
NB,CT,325.0
AT,ZF,471.0
NG,PZ,319.0
AA,XH,190.0
EL,NZ,835.0
TB,WM,56.0
FQ,QO,704.0
VE,LF,222.0
PD,LV,512.0
LO,EM,589.0
AQ,NT,163.0
EF,VC,513.0
XG,UH,796.0
IA,UH,863.0
AU,SI,828.0
PA,AJ,717.0
UX,JR,473.0
VC,WX,125.0
RJ,ZM,283.0
NP,EX,274.0
NU,SD,881.0
EB,AZ,796.0
PE,EY,376.0
HO,FN,271.0
MJ,WR,253.0
PR,NZ,90.0
GD,KB,351.0
GI,XH,387.0
LY,QO,303.0
JY,JG,765.0
A,SN,711.0
CS,HH,547.0
DX,JW,526.0
VL,LV,550.0
MA,SI,600.0
CH,BE,514.0
VN,NP,193.0
WX,AK,902.0
GC,AJ,183.0
KP,WW,495.0
BB,SY,462.0
ZE,WS,324.0
OB,ST,521.0
QJ,US,785.0
EN,OV,310.0
TW,ZG,506.0
XO,OA,389.0
NV,ZW,54.0
NY,HH,274.0
CC,BK,648.0
VD,AP,54.0
ZQ,XC,44.0
KK,XC,649.0
AW,TE,808.0
CZ,HX,982.0
RP,QK,476.0
VX,ZR,28.0
GM,ML,445.0
XF,JR,946.0
G,KM,549.0
QE,UY,937.0
XJ,OG,220.0
ML,XN,269.0
EV,YC,470.0
TQ,QV,122.0
QB,JM,811.0
EY,FN,557.0
CQ,DO,372.0
SB,QU,76.0
ZL,XI,354.0
IQ,XH,730.0
KT,MA,893.0
CU,ID,313.0
VS,ZX,47.0
GH,MR,816.0
XV,OQ,367.0
TN,FJ,924.0
MC,TE,736.0
MF,AP,56.0
BH,JW,558.0
IJ,VT,892.0
MU,ML,641.0
BG,BF,660.0
QH,QZ,526.0
EY,SZ,348.0
QG,II,60.0
BA,II,85.0
RT,FO,132.0
FL,A,627.0
JD,QU,144.0
ZR,AU,746.0
SQ,MB,86.0
SK,TE,859.0
DE,TE,473.0
WC,HY,222.0
WH,VE,163.0
FH,HX,180.0
ZP,MM,156.0
SO,XT,391.0
HJ,QZ,179.0
WE,JS,870.0
AD,PA,759.0
BN,BV,419.0
ZR,OG,876.0
UL,TP,255.0
WT,VO,839.0
HI,II,3.0
YB,FO,430.0
KV,MW,918.0
YG,SU,328.0
OS,OW,297.0
ON,BQ,119.0
DU,YD,317.0
BP,DP,28.0
SA,GE,236.0
QV,DP,826.0
YF,KD,791.0
Z,XX,719.0
OP,DK,439.0
QP,KS,806.0
HG,UA,690.0
DM,L,188.0
TC,ZX,290.0
Y,PG,795.0
CB,DZ,578.0
SR,TU,931.0
SU,BF,476.0
WQ,XO,69.0
PA,YD,92.0
MV,DP,566.0
HP,IY,639.0
LK,ID,769.0
OU,CG,767.0
QH,M,2.0
FJ,IT,861.0
NJ,GU,773.0
OW,EA,84.0
UR,KN,616.0
JT,TU,435.0
LD,GP,932.0
AA,CQ,599.0
CN,RV,12.0
GA,WJ,766.0
JX,YJ,741.0
HS,DV,434.0
JS,LD,102.0
YD,GK,222.0
PI,EK,930.0
AC,EK,494.0
RC,RR,250.0
CH,YY,711.0
NJ,UG,588.0
GB,PM,141.0
LW,VZ,679.0
NG,IU,168.0
NZ,KS,266.0
CD,EV,555.0
FQ,JJ,339.0
VJ,RG,566.0
FY,EA,972.0
KG,NH,593.0
YT,LJ,139.0
NT,RV,531.0
CF,GP,471.0
HX,CR,937.0
VD,YJ,855.0
LP,UL,142.0
NX,WK,57.0
LS,BW,949.0
AU,LD,549.0
GH,WZ,921.0
EC,CL,516.0
YP,UG,693.0
KC,WE,734.0
YS,BR,546.0
AJ,FA,220.0
RJ,SH,721.0
GJ,YT,910.0
TP,RL,243.0
KB,NN,14.0
ME,CG,203.0
NO,SB,675.0
AQ,UA,865.0
HQ,AC,63.0
MD,WP,439.0
A,LI,479.0
TD,CR,560.0
VL,EQ,525.0
AZ,JZ,209.0
WY,BW,817.0
PP,SM,581.0
RS,HF,549.0
TH,HG,632.0
CM,HF,623.0
RX,UL,271.0
JR,AN,130.0
OE,XA,100.0
GW,SG,85.0
YZ,CH,244.0
OB,LO,17.0
ES,UW,502.0
EQ,SB,891.0
II,GV,414.0
K,XK,197.0
GP,QS,423.0
DF,WP,833.0
IX,SR,668.0
VF,ZF,502.0
ZQ,PX,29.0
MN,EQ,242.0
EJ,QN,316.0
GM,FG,85.0
IU,HF,141.0
MM,YZ,106.0
CY,VB,730.0
KW,QH,287.0
F,XQ,806.0
MG,DC,332.0
BN,ZP,218.0
I,FB,449.0
PY,UW,775.0
PT,HQ,899.0
SG,WV,878.0
ML,QI,559.0
IS,SX,246.0
XW,QC,801.0
ZL,QD,116.0
KT,EV,597.0
QQ,OD,242.0
DK,VL,86.0
XV,HL,600.0
YA,UR,699.0
IU,UR,242.0
HA,HK,795.0
B,DN,971.0
ZI,ER,892.0
OF,AS,438.0
DM,XF,168.0
UF,UL,691.0
KM,DH,161.0
YC,WL,248.0
OJ,FH,704.0
QH,JU,39.0
OH,CM,823.0
SU,YZ,278.0
GY,TC,196.0
JB,HV,852.0
XR,QI,794.0
L,BC,222.0
QG,BD,731.0
DI,DC,440.0
WG,UW,729.0
OV,FR,398.0
OA,AY,679.0
DH,XL,296.0
QI,CX,171.0
FK,ME,679.0
SQ,EW,565.0
HS,OD,397.0
MU,SS,190.0
R,HL,510.0
QH,XG,507.0
FE,TH,454.0
SK,LZ,40.0
SP,ZF,197.0
IW,IB,529.0
L,OO,60.0
MR,HG,466.0
BT,QN,87.0
HG,J,399.0
SI,XR,248.0
UL,MK,990.0
SL,FC,528.0
WT,OJ,263.0
HI,BD,128.0
AB,TN,838.0
W,GH,746.0
UK,CS,411.0
CG,KA,293.0
DQ,ZV,743.0
FT,OO,833.0
FO,BI,128.0
JL,DI,603.0
WM,LU,422.0
PG,JV,843.0
CA,RD,168.0
EI,TC,878.0
HV,XQ,902.0
MX,F,850.0
QK,DT,76.0
RI,SX,882.0
HU,OZ,811.0
XD,ZK,194.0
YN,MF,906.0
NK,IG,722.0
PE,VN,792.0
EB,RO,987.0
SM,MV,512.0
SU,HM,485.0
XC,QT,521.0
HR,DN,510.0
LL,YC,543.0
TJ,TI,354.0
WW,XW,713.0
YL,XX,502.0
UW,QO,155.0
JO,J,969.0
YO,FI,474.0
JY,ZV,627.0
NQ,OP,81.0
CS,XW,701.0
JS,DY,43.0
WY,ZQ,837.0
ZB,OJ,821.0
NK,VS,132.0
RV,MK,153.0
FZ,GN,656.0
CK,E,627.0
IC,YG,992.0
ZA,FS,305.0
JU,FS,752.0
OC,OZ,918.0
PH,RO,523.0
RP,TN,655.0
SZ,GI,782.0
JJ,P,251.0
NW,WC,649.0
RR,VH,654.0
KD,YR,338.0
XJ,RJ,647.0
KL,TI,736.0
YR,BJ,751.0
NY,XW,19.0
CC,RZ,246.0
RL,K,942.0
XG,FX,4.0
XL,TD,834.0
CZ,YM,359.0
TS,VS,426.0
TN,IM,562.0
YP,NB,18.0
EG,V,711.0
RM,VN,67.0
WZ,EJ,715.0
MJ,IH,666.0
NT,YC,209.0
PR,P,860.0
VO,IX,841.0
XG,TJ,437.0
LY,CE,542.0
BF,YR,108.0
CP,LM,717.0
ES,AF,537.0
VV,XX,112.0
IF,ET,663.0
VQ,KR,343.0
IN,K,8.0
ZD,PF,991.0
KS,TY,631.0
MA,DY,353.0
RX,NG,359.0
CM,AA,634.0
RS,AA,841.0
EU,BZ,140.0
TK,KM,587.0
IH,GN,104.0
DG,ZC,63.0
BB,EO,74.0
TZ,WI,569.0
VO,WJ,409.0
GW,LB,48.0
HB,YH,52.0
XP,IH,633.0
KJ,PP,35.0
QG,YX,155.0
LT,CK,61.0
CY,AK,187.0
KI,GY,126.0
XO,Q,294.0
YY,PL,465.0
II,Q,443.0
GT,P,430.0
CX,UT,731.0
AS,AF,753.0
DA,CE,451.0
DF,PK,756.0
KK,IS,414.0
OS,RZ,82.0
QC,EU,156.0
BM,ZH,478.0
BJ,NV,735.0
QE,GO,622.0
QJ,TU,682.0
IO,HD,769.0
VZ,NB,576.0
GO,V,958.0
BN,SK,796.0
PT,AL,495.0
SB,CK,831.0
HD,LR,32.0
IS,LS,481.0
UO,RP,413.0
SD,EE,49.0
QK,OB,728.0
OP,TZ,781.0
BE,OB,728.0
DM,QA,871.0
QS,IS,765.0
DH,CU,16.0
VP,AB,268.0
ZX,JI,774.0
YC,PG,649.0
KW,WO,644.0
BD,FK,170.0
RW,CQ,636.0
UE,EP,989.0
UJ,RV,610.0
DN,JD,878.0
UD,YY,858.0
WG,NR,942.0
JA,UZ,282.0
YO,PQ,726.0
BU,TA,78.0
U,LS,459.0
SN,QG,831.0
QN,IY,199.0
ZX,WU,408.0
GX,CF,173.0
LK,YS,768.0
WI,PL,679.0
RC,UU,937.0
PC,NM,72.0
ZS,JO,542.0
QH,QB,911.0
R,AG,62.0
DE,EU,652.0
WH,GU,418.0
AG,MC,962.0
OR,HJ,320.0
BT,JI,484.0
HL,FK,312.0
YE,CQ,438.0
IY,CQ,559.0
NL,ZD,326.0
LG,EP,202.0
YJ,PW,879.0
DV,SK,78.0
XY,JT,50.0
YG,EK,440.0
LF,YY,913.0
ND,AL,120.0
CK,WY,619.0
DZ,WZ,264.0
OM,HP,190.0
DO,QW,624.0
HG,FQ,643.0
JJ,XJ,503.0
AD,OC,213.0
EL,XJ,152.0
DL,FK,970.0
UZ,HJ,765.0
FT,HJ,559.0
LL,DL,554.0
RG,JY,207.0
AQ,XD,983.0
HX,TG,108.0
YQ,QM,714.0
NS,ZT,296.0
LS,SL,85.0
NN,MN,483.0
LN,FF,569.0
BZ,BH,400.0
PF,WZ,667.0
XA,HU,245.0
SM,FQ,832.0
XC,JO,622.0
ME,SV,898.0
NM,CV,43.0
TO,ZJ,276.0
NN,ZZ,548.0
AF,BM,97.0
RD,LY,532.0
XA,VG,708.0
TH,XV,94.0
PN,DG,820.0
CM,XU,589.0
YX,RC,276.0
GC,JT,774.0
NH,DB,772.0
VH,BC,563.0
JO,FQ,834.0
EN,YF,940.0
AY,QW,556.0
FV,IF,850.0
VJ,CW,251.0
NY,QR,607.0
RN,YA,344.0
RQ,FL,960.0
KA,GA,777.0
KF,TG,979.0
MN,VF,566.0
AR,PI,774.0
QA,ZT,966.0
RK,MO,865.0
XF,TB,860.0
G,TW,467.0
PU,DW,919.0
E,RB,40.0
GL,NE,925.0
IJ,RR,83.0
XJ,XQ,826.0
MG,TR,735.0
ZM,MJ,38.0
D,IK,963.0
NO,DR,384.0
QB,SW,300.0
CQ,MY,706.0
VO,BS,449.0
EY,OX,37.0
PW,FQ,806.0
KA,TM,150.0
KT,VK,905.0
ZJ,AX,807.0
CU,RN,769.0
RT,BM,302.0
TI,BN,51.0
VQ,DM,792.0
OA,EB,378.0
MF,JZ,98.0
QN,TG,504.0
BH,TG,899.0
EZ,IA,976.0
TK,DH,61.0
XX,ZU,178.0
IH,I,925.0
MU,VV,516.0
MB,TX,427.0
IM,MO,733.0
R,KO,304.0
KM,TW,232.0
BG,KP,587.0
DE,PC,265.0
GW,DW,687.0
HB,RC,9.0
ZE,BD,108.0
L,RR,409.0
AV,EM,513.0
SO,TR,263.0
DI,TR,127.0
BA,RS,900.0
RT,OY,204.0
WB,YF,361.0
GV,YF,118.0
ZO,T,545.0
WE,FQ,930.0
IY,MY,571.0
K,JA,21.0
XI,O,200.0
ZQ,BN,662.0
MK,IV,75.0
ZV,OT,121.0
BP,N,365.0
WC,RI,616.0
KZ,NJ,674.0
ZK,IQ,894.0
OP,I,169.0
XZ,NE,549.0
IT,NE,33.0
KW,BX,363.0
UG,PT,90.0
FA,PT,732.0
HI,RS,589.0
JQ,TR,880.0
BP,MZ,14.0
EX,EH,377.0
W,WW,344.0
OP,MU,103.0
SX,WB,915.0
DR,WB,799.0
NE,RI,852.0
QM,IQ,959.0
UJ,KQ,170.0
JG,GR,235.0
MT,LF,96.0
ZZ,DX,973.0
KT,DX,140.0
FS,WM,652.0
FN,JG,207.0
WG,GM,958.0
MX,PU,382.0
ZX,PP,726.0
OU,LQ,278.0
O,LQ,507.0
LK,RN,846.0
BR,AJ,284.0
RA,KU,106.0
YH,GX,889.0
HM,GW,608.0
NJ,QE,559.0
LJ,IW,593.0
NH,NJ,861.0
BT,CD,152.0
WU,IQ,419.0
QY,WM,237.0
SI,JH,839.0
FV,SN,618.0
UQ,LG,940.0
JS,UN,498.0
CK,PT,505.0
FZ,XC,286.0
DU,CO,464.0
AB,FD,734.0
PK,PO,214.0
Z,CI,624.0
CE,WW,121.0
TC,EI,927.0
SZ,WX,822.0
WP,IW,772.0
LR,SD,552.0
FQ,ST,957.0
UZ,AE,217.0
RL,PZ,797.0
CA,CT,875.0
SV,CU,747.0
SY,NF,529.0
YQ,JH,489.0
RF,XC,824.0
UX,LW,378.0
EC,LV,665.0
LH,FD,442.0
TH,DE,275.0
UU,AK,351.0
EE,NP,297.0
XB,WS,697.0
ZJ,YR,69.0
PQ,HN,858.0
CS,JM,709.0
VL,OA,161.0
IF,VI,168.0
WY,LG,953.0
XD,YM,113.0
NK,HI,703.0
VI,CO,131.0
BB,VD,434.0
OC,AP,372.0
LT,SZ,30.0
OB,UY,949.0
PL,HT,497.0
PO,SE,929.0
VB,BA,673.0
KD,KH,286.0
GT,QE,574.0
F,TO,63.0
KL,EY,473.0
N,OF,639.0
PY,QU,891.0
LV,UT,75.0
YW,AF,607.0
TQ,FO,708.0
VI,QA,454.0
C,IC,568.0
AR,ID,951.0
TX,UO,672.0
XF,LW,594.0
OP,XC,822.0
J,XC,414.0
SH,LW,549.0
FB,TE,72.0
GO,QK,937.0
KD,XT,289.0
BD,IN,931.0
CV,SZ,157.0
UJ,UY,992.0
CQ,FT,639.0
XW,ZM,577.0
IQ,ZM,795.0
KT,OF,39.0
MI,OG,568.0
TN,HO,201.0
HA,QU,166.0
VV,JN,919.0
MC,VJ,427.0
VK,DK,947.0
KH,L,769.0
RZ,AQ,996.0
JB,RF,510.0
BA,KN,430.0
DI,MM,633.0
RT,HT,506.0
ZY,TA,282.0
K,BV,555.0
OY,ZM,970.0
CX,GJ,818.0
QD,B,501.0
SL,BA,861.0
SQ,OG,74.0
AX,B,215.0
KH,MX,818.0
ZV,HO,756.0
SK,VJ,151.0
DE,VJ,768.0
QF,AV,620.0
FH,KC,426.0
LE,TK,128.0
MR,QQ,674.0
SE,M,123.0
BT,ZX,288.0
HG,IT,333.0
XZ,FZ,473.0
UL,VU,88.0
YB,HT,889.0
ON,DV,249.0
BP,FU,847.0
SA,IJ,793.0
JK,TP,849.0
KZ,TQ,386.0
HF,B,874.0
DR,OW,420.0
UK,MC,620.0
PE,RL,591.0
QO,EG,38.0
T,EF,578.0
HD,KT,745.0
XW,HZ,660.0
QQ,GA,505.0
FN,CB,536.0
UW,MM,798.0
YL,TV,928.0
JF,TV,925.0
LN,VU,938.0
BU,EQ,753.0
QK,ND,145.0
DX,WJ,625.0
FU,RB,722.0
WF,TQ,631.0
ZX,IK,37.0
OU,EL,166.0
RA,DP,401.0
WX,MX,967.0
YM,MY,742.0
NJ,IZ,413.0
YK,KD,991.0
RE,IE,969.0
WR,UA,603.0
LD,IU,244.0
YJ,BM,254.0
AF,SB,159.0
CI,GU,371.0
HK,LJ,550.0
EA,RG,434.0
JS,NI,779.0
NI,H,916.0
AC,GP,956.0
YV,BW,999.0
OC,YJ,738.0
NH,TQ,105.0
SZ,PS,226.0
VH,RR,567.0
IB,YZ,493.0
VC,EL,920.0
WU,OX,765.0
JO,WF,194.0
LW,YE,93.0
LR,KY,875.0
VJ,TL,511.0
YW,XZ,173.0
UY,NI,311.0
CW,WK,892.0
WZ,NT,91.0
HO,AN,688.0
KB,PS,496.0
TO,KZ,352.0
WW,CH,493.0
JY,EG,829.0
PV,NO,988.0
VQ,UB,768.0
VL,GV,888.0
AZ,ME,929.0
PS,CC,119.0
PR,WL,547.0
GW,UL,343.0
XK,EL,956.0
TW,UG,689.0
KI,QI,415.0
AZ,ZQ,385.0
ZB,GG,887.0
NY,CH,212.0
RS,WW,290.0
UA,YV,200.0
DA,LO,371.0
OD,PN,303.0
ZL,EW,959.0
C,AX,748.0
AR,AY,112.0
OC,GW,734.0
CZ,CX,65.0
IU,JK,282.0
ZK,ZF,340.0
NR,AT,385.0
BJ,XF,257.0
E,CR,450.0
OP,PX,183.0
SH,ER,950.0
CT,KA,901.0
TR,UM,985.0
SE,XG,50.0
BL,YZ,351.0
UJ,NT,19.0
IQ,SH,270.0
ZL,SI,660.0
KT,HA,50.0
MI,HB,804.0
BK,QI,349.0
DN,FB,750.0
UD,UW,178.0
YA,WW,393.0
HF,WV,419.0
MX,SX,524.0
XV,JQ,847.0
ZI,GW,474.0
QK,XL,109.0
JE,VM,667.0
QH,LZ,163.0
JG,XG,417.0
HB,CS,42.0
KT,UM,681.0
FI,MP,534.0
FN,ZV,94.0
DI,FH,71.0
JD,LU,590.0
BS,ZP,863.0
DH,ZQ,31.0
FF,BD,357.0
GU,BE,574.0
GX,LP,347.0
KH,FS,321.0
OX,JQ,972.0
PC,WW,520.0
R,JQ,683.0
SK,OE,787.0
DE,OE,643.0
YH,XM,178.0
WH,QE,185.0
FH,CX,524.0
TU,AZ,996.0
AG,VM,842.0
SO,ST,303.0
UM,XG,105.0
WB,XH,416.0
HJ,LZ,268.0
NG,VH,916.0
AI,XG,566.0
SI,ZW,801.0
JN,XW,984.0
WT,QO,867.0
VY,LV,953.0
DP,FX,769.0
WN,XR,112.0
JF,E,832.0
YF,FD,687.0
PF,SX,78.0
FR,OZ,669.0
SX,HR,563.0
UK,EX,417.0
YS,OE,939.0
JH,AY,742.0
NB,VN,526.0
JM,OE,765.0
JI,YC,83.0
WO,QU,328.0
LL,MV,341.0
FO,DN,55.0
JL,FN,885.0
SV,TJ,208.0
PG,MA,675.0
JA,K,198.0
NN,VX,229.0
AP,XW,88.0
SX,VD,678.0
XA,RE,481.0
AE,RT,135.0
TH,TT,251.0
DW,GN,853.0
PX,ZQ,385.0
YK,CY,793.0
RB,TO,263.0
JT,OU,70.0
PL,KW,329.0
PO,VH,607.0
FV,ED,520.0
JX,TJ,751.0
NK,XX,803.0
QX,L,328.0
GE,VY,278.0
LU,PF,633.0
ZF,VD,377.0
AW,YM,97.0
RP,VS,188.0
PK,BE,735.0
GB,KM,503.0
NZ,FS,359.0
VB,RP,61.0
VE,A,166.0
HY,GI,783.0
KL,VN,5.0
YW,QU,148.0
PD,Q,345.0
CF,BP,945.0
GS,YC,73.0
VD,TJ,690.0
XL,VI,359.0
LP,PL,664.0
C,YR,226.0
AR,YS,549.0
CU,NL,877.0
RF,IS,622.0
VC,KS,89.0
GK,K,688.0
HZ,L,324.0
KE,TZ,204.0
MC,YM,851.0
LM,DZ,117.0
PU,NG,888.0
GL,WO,332.0
TK,F,178.0
XH,BF,481.0
AN,EP,319.0
VT,YI,978.0
GN,YI,165.0
GI,LC,607.0
VO,LC,769.0
VR,VN,110.0
A,GI,966.0
TN,YD,705.0
IK,UE,73.0
IN,BP,29.0
ZD,RK,163.0
PP,NM,998.0
AX,CE,692.0
CM,CF,412.0
RX,PL,156.0
EZ,RK,344.0
PX,ID,34.0
KH,QA,744.0
XS,VY,858.0
ME,KS,588.0
R,TY,728.0
EO,LH,771.0
RZ,RF,335.0
LT,EP,518.0
EQ,NB,267.0
ZO,JD,28.0
GT,BU,706.0
AS,CK,899.0
GP,LS,593.0
IS,AL,314.0
IX,NR,979.0
TT,BP,963.0
IV,KW,93.0
H,GY,681.0
MN,Q,250.0
VS,AG,143.0
GR,NM,177.0
IZ,PL,144.0
FB,EU,58.0
BN,UP,379.0
SG,RV,599.0
EV,LX,920.0
FD,GO,17.0
IV,YI,59.0
EX,NR,373.0
XV,CL,202.0
IP,CL,215.0
NC,YY,999.0
MC,GZ,558.0
BE,QG,407.0
OP,WE,27.0
DH,EZ,59.0
XU,WU,744.0
IJ,JO,404.0
KR,LN,372.0
MZ,NM,153.0
CB,WT,985.0
QM,SA,241.0
JB,CV,693.0
ZZ,NH,438.0
V,WO,897.0
JD,EP,297.0
P,AR,941.0
FP,UK,639.0
GX,EK,117.0
LA,AL,512.0
BW,WZ,339.0
US,IY,989.0
IW,DB,78.0
AG,OH,903.0
ZP,AH,732.0
OW,WU,178.0
MR,CG,195.0
NH,WT,571.0
WB,QC,917.0
JO,ZI,87.0
KY,MD,802.0
YE,EV,535.0
NG,OC,538.0
LG,GU,26.0
HJ,EU,701.0
ZR,CB,731.0
LD,ZJ,313.0
SI,SR,70.0
UL,HK,894.0
HS,WP,597.0
HN,JJ,710.0
PI,XE,535.0
QX,XF,171.0
WN,QM,880.0
HC,DG,526.0
Z,LS,481.0
DR,AM,884.0
YS,GZ,11.0
NB,OI,594.0
RJ,XP,723.0
MW,BC,617.0
QR,AH,197.0
WO,JP,830.0
WT,WV,268.0
LQ,SW,74.0
WM,GU,978.0
MY,CW,52.0
RG,MD,395.0
CA,MD,441.0
FS,AX,446.0
HQ,FK,542.0
HV,SQ,631.0
NN,OS,315.0
LS,UQ,833.0
PA,LY,608.0
DX,HZ,499.0
RI,NX,364.0
XD,UK,542.0
AE,KO,678.0
OZ,DH,493.0
TH,MO,545.0
EB,MO,688.0
XC,LT,30.0
ME,VA,947.0
NM,FA,596.0
CO,OH,370.0
DX,VL,925.0
TL,QC,445.0
TG,CW,221.0
LV,QR,171.0
NF,DM,831.0
NK,QS,313.0
CM,ZZ,942.0
PN,FL,718.0
EP,OS,549.0
RV,HK,952.0
TA,JZ,901.0
IC,TG,283.0
ZF,NY,515.0
LU,IA,292.0
PM,ZU,149.0
RP,ON,320.0
XM,XV,299.0
IG,XV,370.0
IB,KP,410.0
WR,TC,483.0
YZ,VB,653.0
WU,AN,623.0
AY,TB,559.0
GT,ZO,278.0
XJ,MJ,656.0
HY,D,722.0
ID,MJ,33.0
KG,BC,352.0
ZB,WV,115.0
YW,JP,227.0
NT,FQ,29.0
NY,SW,74.0
GN,DR,646.0
TT,ZJ,112.0
IA,AX,798.0
MI,KE,836.0
MN,XK,145.0
KE,MU,183.0
XF,VG,583.0
G,WB,790.0
MC,RH,754.0
ZN,XF,692.0
NZ,LZ,945.0
RJ,GC,304.0
EW,PI,735.0
TM,XV,792.0
GO,ZU,896.0
IM,BH,969.0
BD,RX,308.0
XB,BD,619.0
TI,DS,808.0
IF,T,64.0
U,YF,399.0
OA,GG,424.0
ER,PO,298.0
GX,OS,412.0
IM,OT,799.0
ZH,OU,86.0
KP,DM,52.0
TU,EC,549.0
EO,EC,351.0
HB,TH,570.0
MR,MO,759.0
DD,IQ,436.0
XT,HW,926.0
OV,YL,530.0
ZR,MJ,182.0
GU,RT,47.0
QC,U,218.0
FH,TM,753.0
GR,GH,790.0
IZ,IG,456.0
MM,MU,947.0
LB,RI,914.0
ML,ED,773.0
BN,NK,186.0
UO,MP,209.0
IS,GS,717.0
HD,GR,874.0
JQ,VW,883.0
DK,JG,993.0
UD,GM,411.0
EX,GM,856.0
HF,IL,654.0
